Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Sale price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,5763194043 - 9767421240,simple,SKU_2NB98ZF_4HJ9QGO,Javind Seoul Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NB98ZF_4HJ9QGO_1.webp"" width=""100%"" />""",taxable,1,0,0,1,6470,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2NB98ZF_4HJ9QGO_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,130ml,1,0
,5677632891 - 9368088495,simple,SKU_2LWBDKR_4AXINCF,bronze eye remover,-1,0,visible,"Type: Liquid
Area used: eye area","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2LWBDKR_4AXINCF_1.webp"" width=""100%"" />""",taxable,1,0,0,1,6900,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2LWBDKR_4AXINCF_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,50ml,1,0
Vdl,5649472641 - 9240144967,simple,SKU_2LFJSZL_48TCDHJ,VDL Naked Lip & Eye Makeup Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2LFJSZL_48TCDHJ_1.webp"" width=""100%"" />""",taxable,1,0,0,1,8050,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2LFJSZL_48TCDHJ_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,200ml,1,0
,5617784008 - 9098259555,simple,SKU_2KWOLVS_46GVA03,Mybom En Eyelid Cleanser Set,-1,0,visible,"Type: Liquid
Area used: eye area","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KWOLVS_46GVA03_1.webp"" width=""100%"" />""",taxable,1,0,0,1,14700,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2KWOLVS_46GVA03_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,60ml,1,0
April Skin,5614547321 - 9082009857,simple,SKU_2KUR8FT_4676ZNL,April Skin Real Calendula Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KUR8FT_4676ZNL_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2KUR8FT_4676ZNL_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100ml,1,0
,5614270520 - 9080394071,simple,SKU_2KULAUW_4668CWN,Mite Mild Tint Remover,-1,0,visible,"Area used: Mouth
Type: Liquid","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2KULAUW_4668CWN_1.webp"" width=""100%"" />""",taxable,1,0,0,1,10000,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2KULAUW_4668CWN_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30ml,1,0
,2001091625 - 3405045183,simple,SKU_X3EC6H_1KB9XOF,Phytotree Pure Alps Mountain Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_X3EC6H_1KB9XOF_1.webp"" width=""100%"" />""",taxable,1,0,0,1,8100,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_X3EC6H_1KB9XOF_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100g,1,0
,5397086356 - 8065889383,simple,SKU_2H9AAHG_3PE802V,Blackberry Creamy Eyelash Glue Removal Remover,-1,0,visible,"Type: Gel/Cream
Area used: eye area","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2H9AAHG_3PE802V_1.webp"" width=""100%"" />""",taxable,1,0,0,1,9900,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2H9AAHG_3PE802V_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2H9AAHG_3PE802V_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,15g,1,0
Stone Brick,5347991611 - 7858119467,simple,SKU_2GG20QJ_3LYIRSB,Stonebrick Lip Tint Cleanser,-1,0,visible,"Type: Gel/Cream
Area used: Mouth","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2GG20QJ_3LYIRSB_1.webp"" width=""100%"" />""",taxable,1,0,0,1,7000,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2GG20QJ_3LYIRSB_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2GG20QJ_3LYIRSB_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,12ml,1,0
Inga,5151181651 - 7078545740,simple,SKU_2D6VP77_392DSUK,Inga Perfect Deep Clean Lip and Eye Remover,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2D6VP77_392DSUK_1.webp"" width=""100%"" />""",taxable,1,0,0,1,6900,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2D6VP77_392DSUK_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2D6VP77_392DSUK_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120ml,1,0
Louis Vidmar,4650468862 - 5797665583,simple,SKU_24WROQM_2NVS3E7,Louis Vidmar Eye Makeup Remover Waterproof,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_24WROQM_2NVS3E7_1.webp"" width=""100%"" />""",taxable,1,0,0,1,20000,14000,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_24WROQM_2NVS3E7_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100ml,1,0
Louis Vidmar,4650468262 - 5797664605,simple,SKU_24WRO9Y_2NVS2N1,Louis Vidmar Eye Makeup Remover Lotion Non Scented,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_24WRO9Y_2NVS2N1_1.webp"" width=""100%"" />""",taxable,1,0,0,1,22000,15400,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_24WRO9Y_2NVS2N1_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100ml,1,0
,4321528020 - 5030428703,simple,SKU_1ZGXCD0_2B6ZJMN,Bear Blanc Super Lip & Eye Remover,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_1ZGXCD0_2B6ZJMN_1.webp"" width=""100%"" />""",taxable,1,0,0,1,12000,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1ZGXCD0_2B6ZJMN_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1ZGXCD0_2B6ZJMN_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120ml,1,0
,2032529021 - 3456084933,simple,SKU_XM45FH_1L5NW79,Haerin Sunset Camellia Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_XM45FH_1L5NW79_1.webp"" width=""100%"" />""",taxable,1,0,0,1,5580,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_XM45FH_1L5NW79_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,145ml,1,0
Milky Dress,128644085 - 378861133,simple,SKU_24LAET_69KB4D,Milkydress Barbie Make Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_24LAET_69KB4D_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_24LAET_69KB4D_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_24LAET_69KB4D_1.webp"" width=""100%"" />""",taxable,1,0,0,1,5900,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_24LAET_69KB4D_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100ml*2,1,0
Etude,1605873126 - 2742720555,simple,SKU_QK3FMU_19CY0Q3,Etude Curl Fix Mascara Quick Clean Remover,-1,0,visible,"Type: Liquid
Area used: eye area","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_QK3FMU_19CY0Q3_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_QK3FMU_19CY0Q3_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_QK3FMU_19CY0Q3_3.webp"" width=""100%"" />""",taxable,1,0,0,1,7000,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_QK3FMU_19CY0Q3_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100ML,1,0
The Face Shop,1440861618 - 2484710049,simple,SKU_NTUNXU_153BYJL,THE FACE SHOP Herb Day Lip & Eye Remover Tissue,-1,0,visible,"Area of ​​use: Lip & Eye
Type: Tissue/Sheet/Pad","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_NTUNXU_153BYJL_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_NTUNXU_153BYJL_2.webp"" width=""100%"" />""",taxable,1,0,0,1,1940,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NTUNXU_153BYJL_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30 sheets,1,0
Etude,174621716 - 2456083323,simple,SKU_2VYQZ8_14MAE0R,ETUDE HOUSE Cica Balance 5.5 Acidic Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VYQZ8_14MAE0R_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VYQZ8_14MAE0R_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VYQZ8_14MAE0R_3.webp"" width=""100%"" />""",taxable,1,0,0,1,11000,6310,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2VYQZ8_14MAE0R_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,200ML,1,0
,1362679422 - 2394067910,simple,SKU_MJAY66_13LD6ME,3 Concept Eyes Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_MJAY66_13LD6ME_1.webp"" width=""100%"" />""",taxable,1,0,0,1,13950,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_MJAY66_13LD6ME_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150ml,1,0
Senka,1335064562 - 2360692214,simple,SKU_M2V2EQ_131HTRQ,Senka All Clear Eye and Lip Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_M2V2EQ_131HTRQ_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_M2V2EQ_131HTRQ_1.webp"" width=""100%"" />""",taxable,1,0,0,1,10900,5400,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_M2V2EQ_131HTRQ_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150ml,1,0
Uni Club,1422652967 - 2461529069,simple,SKU_NJ0E1Z_14PJ3ZH,Uniclub Gentle Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_NJ0E1Z_14PJ3ZH_1.webp"" width=""100%"" />""",taxable,1,0,0,1,16000,8900,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NJ0E1Z_14PJ3ZH_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,125ml,1,0
Missha,1138803127 - 2109425756,simple,SKU_IU0I47_YVWBBW,Missha All Kill Tint Remover,-1,0,visible,"Type: Liquid
Area used: Mouth","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_IU0I47_YVWBBW_1.webp"" width=""100%"" />""",taxable,1,0,0,1,5000,2350,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_IU0I47_YVWBBW_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_IU0I47_YVWBBW_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30ml,1,0
Bourgeois,100477718 - 306823251,simple,SKU_1NTL3Q_52OAC3,Bourjois Maxi Format Gentle Eye Makeup Remover,-1,0,visible,,,taxable,1,0,0,1,39670,12900,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1NTL3Q_52OAC3_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1NTL3Q_52OAC3_5.webp,",0,KeySpecifications,Unknown (seller information not provided),1,0,Capacity,200ml,1,0
The Face Shop,331807451 - 1060214799,simple,SKU_5HJS9N_HJ82Z3,THE FACE SHOP All Clear Lip & Eye Makeup Remover,-1,0,visible,"Type: Gel/Cream
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5HJS9N_HJ82Z3_1.webp"" width=""100%"" />""",taxable,1,0,0,1,5990,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5HJS9N_HJ82Z3_2.webp,",0,KeySpecifications,for all skin type,1,0,Capacity,100ml,1,0
,327336342 - 1047388330,simple,SKU_5EVYC6_HBL60A,Ziaja Duo Phase Eye Makeup Remover,-1,0,visible,"Type: Liquid
Area used: eye area","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5EVYC6_HBL60A_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5EVYC6_HBL60A_1.webp"" width=""100%"" />""",taxable,1,0,0,1,7500,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5EVYC6_HBL60A_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120ml,1,0
Innisfree,271575027 - 853981592,simple,SKU_4HOSMR_E4FSEW,Innisfree Apple Seed Lip & Eye Makeup Remover Tissue 30ea,-1,0,visible,Area of ​​use: Lip & Eye,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_4HOSMR_E4FSEW_1.webp"" width=""100%"" />""",taxable,1,0,0,1,2800,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_4HOSMR_E4FSEW_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30 sheets (27g),1,0
Iope,241986369 - 768867581,simple,SKU_402LVL_CPRI0T,IOPE Moist Cleansing Makeup Remover 100ml + Premium Amarahan 6 Items Basic Cosmetic Set,-1,0,visible,"Target: Women
Skin type: all skin","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_402LVL_CPRI0T_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_402LVL_CPRI0T_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_402LVL_CPRI0T_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_402LVL_CPRI0T_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_402LVL_CPRI0T_1.webp"" width=""100%"" />""",taxable,1,0,0,1,20000,15170,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_402LVL_CPRI0T_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_402LVL_CPRI0T_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_402LVL_CPRI0T_6.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,content reference,1,0
Me Factory,238347544 - 755746264,simple,SKU_3XWM54_CHY9JS,Me Factory Super Clear Shot Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3XWM54_CHY9JS_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3XWM54_CHY9JS_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3XWM54_CHY9JS_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3XWM54_CHY9JS_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3XWM54_CHY9JS_5.webp"" width=""100%"" />""",taxable,1,0,0,1,8900,7110,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3XWM54_CHY9JS_6.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150ml,1,0
Too Cool For School,230948933 - 732382874,simple,SKU_3TI1C5_C41I8Q,too cool for school Mineral Pink Salt Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3TI1C5_C41I8Q_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3TI1C5_C41I8Q_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3TI1C5_C41I8Q_2.webp"" width=""100%"" />""",taxable,1,0,0,1,6840,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3TI1C5_C41I8Q_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120ml,1,0
,226897362 - 718993013,simple,SKU_3R374I_BW2IK5,Comotree Ocusolution Eyelid Cleaner Liquid,-1,0,visible,"Type: Liquid
Area used: eye area","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3R374I_BW2IK5_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3R374I_BW2IK5_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3R374I_BW2IK5_2.webp"" width=""100%"" />""",taxable,1,0,0,1,14000,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3R374I_BW2IK5_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,110ml,1,0
,226897371 - 718993060,simple,SKU_3R374R_BW2ILG,Comotree OQ Solution Eyelid Cleansing Cotton Swab,-1,0,visible,Area used: eye area,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3R374R_BW2ILG_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3R374R_BW2ILG_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3R374R_BW2ILG_2.webp"" width=""100%"" />""",taxable,1,0,0,1,14690,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3R374R_BW2ILG_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.14ml,1,0
Laneige,215547811 - 659690755,simple,SKU_3KBXR7_AWRGN7,Laneige Lip & Eye Remover Waterproof 150ml + Premium Amarahan 6 types of basic care cosmetics,-1,0,visible,"Target: Women
Skin concerns: soothing/moisturizing
Components: Waterproof 150ml + Premium Amarahan 6 types
Skin type: all skin","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3KBXR7_AWRGN7_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3KBXR7_AWRGN7_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3KBXR7_AWRGN7_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3KBXR7_AWRGN7_1.webp"" width=""100%"" />""",taxable,1,0,0,1,17000,13550,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3KBXR7_AWRGN7_12.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3KBXR7_AWRGN7_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3KBXR7_AWRGN7_11.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,content reference,1,0
Labiotte,204808434 - 602465793,simple,SKU_3DXR76_9YOXKX,Labiotte Codederm Capsule Lip & Eye Remover 110ml + Cotton Pad 30p,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3DXR76_9YOXKX_1.webp"" width=""100%"" />""",taxable,1,0,0,1,14000,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3DXR76_9YOXKX_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,Remover 110ml + 30 cotton pads,1,0
,199949421 - 580220552,simple,SKU_3B1LYL_9LG51K,Laxian Perfect All Care Makeup Remover,-1,0,visible,"Type: Liquid
Area used: face","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3B1LYL_9LG51K_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3B1LYL_9LG51K_2.webp"" width=""100%"" />""",taxable,1,0,0,1,12000,4900,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3B1LYL_9LG51K_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150ml,1,0
Cellimax,187428106 - 535660570,simple,SKU_33L8GA_8UX2CA,Cellimax Brightening Lip & Eye Remover,-1,0,visible,"Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33L8GA_8UX2CA_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33L8GA_8UX2CA_1.webp"" width=""100%"" />""",taxable,1,0,0,1,7000,6000,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33L8GA_8UX2CA_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120ml,1,0
Nature Republic,184526713 - 528077830,simple,SKU_31V1Q1_8QEJGM,Nature Republic Calming Purity Lip & Eye Remover,-1,0,visible,"Date of manufacture: 2018-02-12
Type: Liquid
Area of ​​use: Lip & Eye","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31V1Q1_8QEJGM_1.webp"" width=""100%"" />""",taxable,1,0,0,1,2910,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31V1Q1_8QEJGM_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,300ml,1,0
It'S Skin,164242198 - 471147689,simple,SKU_2PSA3A_7SIBVT,Its skin Purity Micellar Lip & Eye Remover,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSA3A_7SIBVT_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2PSA3A_7SIBVT_1.webp"" width=""100%"" />""",taxable,1,0,0,1,7500,,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2PSA3A_7SIBVT_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,100 mL,1,0
Point,138894542 - 405760156,simple,SKU_2AOZPQ_6PKUJG,Point Deep Clean Lip & Eye Remover Tissue 70p,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2AOZPQ_6PKUJG_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,10500,Beauty > Makeup > Lip Makeup > Point Remover,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2AOZPQ_6PKUJG_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120 g,1,0
