Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Sale price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,6144566515 - 11814458545,simple,SKU_2TMBDV7_5FE0UK1,About Tone Blur Powder Pact 9g,-1,0,visible,"Color family: nude/beige
Container type: pallet/pack type
Type: Powder/Powder
Weight per piece: 9g","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TMBDV7_5FE0UK1_1.jpg"" width=""100%"" />""",taxable,1,0,0,1,12000,9600,Beauty > Makeup > Base Makeup > Powder/Powder Pact,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TMBDV7_5FE0UK1_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TMBDV7_5FE0UK1_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,jag,1,0
Chamos,1408217 - 6107594,simple,SKU_U6L5_3MWNE,Chamos Agassi Silky Pore Primer,-1,0,visible,"Color series: Other series
Functional cosmetics certification: whitening + wrinkle improvement functionality
Type: Liquid/Gel
Container type: tube/pump type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_U6L5_3MWNE_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_U6L5_3MWNE_1.webp"" width=""100%"" />""",taxable,1,0,0,1,20000,8500,Beauty > Makeup > Base Makeup > Base/Primer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_U6L5_3MWNE_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30g,1,0
,6685035305 - 15429574268,simple,SKU_32K3I95_736DBP8,Cled Bell Multok Super Hydrating Glow Cream Season 3 30ml,-1,0,visible,"Color family: nude/beige
Functional cosmetics certification: functional certification
Type: Cream/Balm/Stick
Capacity per piece: 30ml","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_32K3I95_736DBP8_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_32K3I95_736DBP8_2.webp"" width=""100%"" />""",taxable,1,0,0,1,24000,9970,Beauty > Makeup > Base Makeup > Base/Primer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_32K3I95_736DBP8_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30ml,1,0
Tonimori,5715576643 - 9542950426,simple,SKU_2MIWN5V_4DTMJOA,TONY MOLY BCdation Ultra Fix Liquid Foundation 40g,-1,0,visible,"Color family: nude/beige
Container type: spray type
Type: Liquid/Gel
Weight per piece: 40g","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2MIWN5V_4DTMJOA_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2MIWN5V_4DTMJOA_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2MIWN5V_4DTMJOA_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2MIWN5V_4DTMJOA_2.webp"" width=""100%"" />""",taxable,1,0,0,1,23800,15180,Beauty > Makeup > Base Makeup > Foundation,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2MIWN5V_4DTMJOA_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,40,1,0
Espoir,6513727073 - 14399422615,simple,SKU_2ZQ3RZ5_6M51LLJ,Espoir Pro Tailor Bee Velvet Cover Cushion Refill,-1,0,visible,"Color family: nude/beige
Type: Liquid/Gel
Weight per piece: 13g
Composition: refill","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZQ3RZ5_6M51LLJ_1.jpg"" width=""100%"" />""",taxable,1,0,0,1,17000,12580,Beauty > Makeup > Base Makeup > Cushion/Pact,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZQ3RZ5_6M51LLJ_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZQ3RZ5_6M51LLJ_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZQ3RZ5_6M51LLJ_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,13g,1,0
Innisfree,6489281719 - 14239475411,simple,SKU_2ZBJTTJ_6JHTDJN,Innisfree Jeju Cherry Blossom Skin Fit Tone-up Cream 50ml,-1,0,visible,"Type: Liquid/Gel
Container type: tube/pump type
Capacity per piece: 50ml
Skin trouble: brightening","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZBJTTJ_6JHTDJN_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZBJTTJ_6JHTDJN_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZBJTTJ_6JHTDJN_3.webp"" width=""100%"" />""",taxable,1,0,0,1,25000,16270,Beauty > Makeup > Base Makeup > BB/CC Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZBJTTJ_6JHTDJN_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,50ml,1,0
Innisfree,5205138931 - 7266264273,simple,SKU_2E306WJ_3C659E9,No Sebum Mineral Powder,-1,0,visible,"Color series: transparent series
Waterproof or not: Not waterproof
Container type: jar type
Type: Powder/Powder","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2E306WJ_3C659E9_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2E306WJ_3C659E9_2.jpg"" width=""100%"" />""",taxable,1,0,0,1,7000,6170,Beauty > Makeup > Base Makeup > Powder/Powder Pact,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2E306WJ_3C659E9_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2E306WJ_3C659E9_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,5g,1,0
,5992024274 - 10822427290,simple,SKU_2R3HVIQ_4YZE6CA,Yuriskin Cellum Amide BB Cream SPF50+ PA++++ 40g,-1,0,visible,"Container type: tube/pump type
Capacity per piece: 40ml
Type: Liquid/Gel
Color family: nude/beige","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2R3HVIQ_4YZE6CA_17.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2R3HVIQ_4YZE6CA_16.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_13.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_14.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_15.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2R3HVIQ_4YZE6CA_8.webp"" width=""100%"" />""",taxable,1,0,0,1,13370,13060,Beauty > Makeup > Base Makeup > BB/CC Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2R3HVIQ_4YZE6CA_17.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2R3HVIQ_4YZE6CA_16.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,40,1,0
Maybelline,18519944 - 74445504,simple,SKU_B0Y2W_18BMIO,Maybelline New York Fit Me Liquid Concealer 6.8ml,-1,0,visible,"Color family: Pink/Rose
Container type: rod/tip type
Type: Liquid/Gel
Capacity per piece: 6.8ml","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_B0Y2W_18BMIO_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_B0Y2W_18BMIO_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_B0Y2W_18BMIO_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_B0Y2W_18BMIO_3.webp"" width=""100%"" />""",taxable,1,0,0,1,14000,8990,Beauty > Makeup > Base Makeup > Concealer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_B0Y2W_18BMIO_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,6.8ml,1,0
,7102269754 - 17731626332,simple,SKU_39GIAEY_858YAFW,9 Wishes VB Tone Up Ultimate Cream SPF21 30ml,-1,0,visible,"Container type: tube/pump type
Capacity per piece: 30ml
Type: Cream/Balm/Stick","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_39GIAEY_858YAFW_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_39GIAEY_858YAFW_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_39GIAEY_858YAFW_2.webp"" width=""100%"" />""",taxable,1,0,0,1,12930,12560,Beauty > Makeup > Base Makeup > Base/Primer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_39GIAEY_858YAFW_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30ml,1,0
Missha,92317468 - 286859972,simple,SKU_1IYOM4_4QSEKK,Missha Radiance Makeup Base SPF15 PA+ 35ml,-1,0,visible,"Capacity per piece: 35ml
Color Family: Green/Mint
UV protection: UV protection available",,taxable,1,0,0,1,21000,10240,Beauty > Makeup > Base Makeup > Base/Primer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1IYOM4_4QSEKK_11.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1IYOM4_4QSEKK_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1IYOM4_4QSEKK_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1IYOM4_4QSEKK_10.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,35ml,1,0
Kate,2286158722 - 3929689460,simple,SKU_11T4BCY_1SZMVSK,Kate Stick Concealer A 3g,-1,0,visible,"Weight per piece: 3g
Container type: stick/pencil type
Type: Cream/Balm/Stick
Target use: Unisex","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_11T4BCY_1SZMVSK_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_11T4BCY_1SZMVSK_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_11T4BCY_1SZMVSK_2.webp"" width=""100%"" />""",taxable,1,0,0,1,16000,11930,Beauty > Makeup > Base Makeup > Concealer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_11T4BCY_1SZMVSK_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,3.0 g,1,0
Maybelline,1930657315 - 3277471831,simple,SKU_VXGOPV_1I7BLG7,Maybelline New York Fit Me Primer Matte + Poreless 30ml,-1,0,visible,"Capacity per piece: 30ml
Color Family: Other
Type: Liquid/Gel
Container type: tube/pump type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_VXGOPV_1I7BLG7_2.jpg"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_VXGOPV_1I7BLG7_1.webp"" width=""100%"" />""",taxable,1,0,0,1,16000,9760,Beauty > Makeup > Base Makeup > Base/Primer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_VXGOPV_1I7BLG7_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_VXGOPV_1I7BLG7_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30ml,1,0
,5931434018 - 10540565645,simple,SKU_2Q3F7S2_4UBKWI5,Chika Chico Nude Fantasy Whitening Cream Tube Type 55ml,-1,0,visible,"Color Family: Other
Type: Cream/Balm/Stick
Container type: tube/pump type
Whether waterproof: 55g","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q3F7S2_4UBKWI5_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q3F7S2_4UBKWI5_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q3F7S2_4UBKWI5_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Q3F7S2_4UBKWI5_3.webp"" width=""100%"" />""",taxable,1,0,0,1,13900,11710,Beauty > Makeup > Base Makeup > BB/CC Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Q3F7S2_4UBKWI5_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Q3F7S2_4UBKWI5_6.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,lethargic,1,0
Missha,1662177862 - 2960643809,simple,SKU_RHM8NA_1CYOVDT,Missha Radiance Perfect Fit Foundation SPF30 PA++ 35ml,-1,0,visible,"Color family: dark family
Functional cosmetics certification: UV protection + whitening + wrinkle improvement functionality
Container type: tube/pump type
Capacity per piece: 35ml","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_RHM8NA_1CYOVDT_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_RHM8NA_1CYOVDT_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_RHM8NA_1CYOVDT_3.webp"" width=""100%"" />""",taxable,1,0,0,1,23000,10760,Beauty > Makeup > Base Makeup > Foundation,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_RHM8NA_1CYOVDT_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,35ml,1,0
Tonimori,6374259024 - 13515193106,simple,SKU_2XF2HQO_67ILHQQ,TONY MOLY Texture Fine Serum BB Cream SPF45 PA++ 50g,-1,0,visible,"Weight per piece: 50g
Color family: nude/beige
Type: Liquid/Gel
Container type: tube/pump type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XF2HQO_67ILHQQ_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XF2HQO_67ILHQQ_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XF2HQO_67ILHQQ_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XF2HQO_67ILHQQ_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XF2HQO_67ILHQQ_2.webp"" width=""100%"" />""",taxable,1,0,0,1,32000,19140,Beauty > Makeup > Base Makeup > BB/CC Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2XF2HQO_67ILHQQ_6.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,50g,1,0
I'M Uni,5158582543 - 7098185320,simple,SKU_2DBABRJ_39E2QUG,I'm Uni Cover Up Tip Concealer 7.5g,-1,0,visible,"Weight per piece: 7.5g
Container type: rod/tip type
Type: Liquid/Gel
Target audience: Women","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2DBABRJ_39E2QUG_2.jpg"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2DBABRJ_39E2QUG_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,8900,Beauty > Makeup > Base Makeup > Concealer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2DBABRJ_39E2QUG_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2DBABRJ_39E2QUG_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,7.5g,1,0
Etude,1633597923 - 2786386922,simple,SKU_R0LO83_1A2XXWQ,Etude Double Lasting Foundation 30g,-1,0,visible,"Weight per piece: 30g
Composition: original product
UV protection: UV protection available
Color family: nude/beige","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_R0LO83_1A2XXWQ_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_R0LO83_1A2XXWQ_1.webp"" width=""100%"" />""",taxable,1,0,0,1,29000,13830,Beauty > Makeup > Base Makeup > Foundation,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_R0LO83_1A2XXWQ_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,30G,1,0
Missha,1776938891 - 3196043777,simple,SKU_TDXYTN_1GUUB5T,Missha Airy Pot Pact 5g,-1,0,visible,"Weight per piece: 5g
Presence of Pearl: No Pearl
Composition: original product
Brush/puff included: brush/puff included","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_TDXYTN_1GUUB5T_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_TDXYTN_1GUUB5T_2.webp"" width=""100%"" />""",taxable,1,0,0,1,12000,6050,Beauty > Makeup > Base Makeup > Powder/Powder Pact,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_TDXYTN_1GUUB5T_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,5g,1,0
Merge,6428816825 - 13865554441,simple,SKU_2YBJUT5_6DB6YA1,Merge The Airy Tone-up Cream SPF50+ PA++++ 40ml,-1,0,visible,"Color family: nude/beige
Type: Cream/Balm/Stick
Container type: tube/pump type
Capacity per piece: 40ml","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2YBJUT5_6DB6YA1_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2YBJUT5_6DB6YA1_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2YBJUT5_6DB6YA1_1.webp"" width=""100%"" />""",taxable,1,0,0,1,11900,10900,Beauty > Makeup > Base Makeup > BB/CC Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2YBJUT5_6DB6YA1_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2YBJUT5_6DB6YA1_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2YBJUT5_6DB6YA1_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2YBJUT5_6DB6YA1_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2YBJUT5_6DB6YA1_8.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,40ml,1,0
Missha,6615501270 - 15018705533,simple,SKU_31EP5G6_6WDQZCT,Missha M Signature Real Complete BB Cream EX SPF30 PA++ 45g,-1,0,visible,"Container type: tube/pump type
Color family: nude/beige
Weight per piece: 45g
Type: Cream/Balm/Stick","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EP5G6_6WDQZCT_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EP5G6_6WDQZCT_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EP5G6_6WDQZCT_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EP5G6_6WDQZCT_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EP5G6_6WDQZCT_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EP5G6_6WDQZCT_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31EP5G6_6WDQZCT_7.webp"" width=""100%"" />""",taxable,1,0,0,1,25000,11530,Beauty > Makeup > Base Makeup > BB/CC Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31EP5G6_6WDQZCT_8.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,45g,1,0
Maybelline,6283091122 - 12911801364,simple,SKU_2VWSG4Y_5XJCPP0,Maybelline Fit Me Concealer 7ml + Mini Foundation 5ml Set,-1,0,visible,"Type: Liquid/Gel
Whether it is a planning set: Mixed set
Target: Women","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VWSG4Y_5XJCPP0_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VWSG4Y_5XJCPP0_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VWSG4Y_5XJCPP0_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VWSG4Y_5XJCPP0_3.webp"" width=""100%"" />""",taxable,1,0,0,1,14000,9260,Beauty > Makeup > Base Makeup > Concealer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2VWSG4Y_5XJCPP0_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2VWSG4Y_5XJCPP0_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,"Concealer: 7ml, Foundation: 5ml",1,0
Dr. Jart,6997563615 - 17148363269,simple,SKU_37Q62N3_7VLOXS5,Dr.Jart+ Cicapair Tiger Grass Color Correcting Treatment Makeup Base SPF22 PA++ 50ml,-1,0,visible,"UV protection: UV protection available
Capacity per piece: 50ml
Container type: jar type
Type: Cream/Balm/Stick","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_37Q62N3_7VLOXS5_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_37Q62N3_7VLOXS5_1.webp"" width=""100%"" />""",taxable,1,0,0,1,48000,23920,Beauty > Makeup > Base Makeup > Base/Primer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_37Q62N3_7VLOXS5_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,50ml,1,0
,6238770255 - 12580814001,simple,SKU_2V6EHXR_5S2AI7L,Abouttone Glow Powder Pact 8g,-1,0,visible,"Container type: pallet/pack type
Weight per piece: 8g
Type: Powder/Powder
Color family: Pink/Rose","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2V6EHXR_5S2AI7L_1.jpg"" width=""100%"" />""",taxable,1,0,0,1,12000,9900,Beauty > Makeup > Base Makeup > Powder/Powder Pact,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2V6EHXR_5S2AI7L_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2V6EHXR_5S2AI7L_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,8 g,1,0
,1628836591 - 2778608352,simple,SKU_QXRMCV_19YB7XC,Lilybyred Cotton Blur Cushion Foundation 15g,-1,0,visible,"Weight per piece: 15g
Composition: original product
UV protection: UV protection available
Color family: nude/beige","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_QXRMCV_19YB7XC_1.webp"" width=""100%"" />""",taxable,1,0,0,1,20000,11990,Beauty > Makeup > Base Makeup > Cushion/Pact,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_QXRMCV_19YB7XC_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,15g,1,0
Luna,6965145129 - 16970295379,simple,SKU_376V8DL_7SNOBPV,Luna Long Lasting Tip Concealer Fixing Fit 7.5g,-1,0,visible,"Weight per piece: 7.5g
Container type: rod/tip type
Type: Powder/Powder
Target audience: Women","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_376V8DL_7SNOBPV_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_376V8DL_7SNOBPV_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_376V8DL_7SNOBPV_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_376V8DL_7SNOBPV_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_376V8DL_7SNOBPV_5.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,9500,Beauty > Makeup > Base Makeup > Concealer,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_376V8DL_7SNOBPV_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_376V8DL_7SNOBPV_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_376V8DL_7SNOBPV_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_376V8DL_7SNOBPV_9.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,7.5g,1,0
